Sentence	B	W	A	H	Abs
He finished with 17 points ( 7 - 19 FG , 3 - 8 3Pt ) , seven rebounds and two steals , while playing 45 minutes .	1	0	0	0	
Rasual Butler was another reason the Wizards were able to keep this game close .	0	1	0	0	
The 20 points were a new season - high for the forward , as he had yet to break double figures in points during this season .	1	0	1	0	
It was Martell Webster who had the biggest outing , as he came off the bench for 20 points ( 5 - 9 FG , 3 - 5 3Pt , 7 - 8 FT ) and three rebounds over 36 minutes .	1	1	0	0	
Like the Cavaliers , the Wizards rested the majority of their players , as John Wall , Bradley Beal and Paul Pierce were all held out of this matchup .	0	1	0	0	
Playing just 18 minutes with the starters , Kevin Love was still very efficient with his time and chipped in with 19 points ( 6 - 12 FG , 5 - 6 3Pt , 2 - 2 FT ) and three rebounds before getting most of the night off for rest .	1	1	0	0	
In 21 minutes , he finished with 12 points ( 4 - 7 FG , 4 - 4 FT ) and eight rebounds , boosting his April averages to 7 points and 8 rebounds per game over 23 minutes .	1	0	0	0	
Tristan Thompson was the other bench player to reach double figures .	0	1	0	0	
The double - double was the first for Dellavedova on the year , while both his point and assist totals were season - highs as well .	0	0	1	0	
Dellavedova , on the other hand , went 6 - for - 11 from the floor and 4 - for - 5 from deep to score 18 points , to go along with 12 assists and two steals .	1	0	0	0	
Shumpert went 7 - for - 12 from the field and 3 - for - 5 from the three - point line to score 18 points , while also adding six rebounds and two steals .	1	0	0	0	
Iman Shumpert and Matthew Dellavedova had the biggest games off the bench .	0	1	0	0	
With LeBron James being held out of the lineup and the usual starters getting very limited minutes , it was the bench that took over this game for the Cavaliers .	0	1	0	0	
The Wizards will take on the Toronto Raptors in the first round , while the Cavaliers will play the Boston Celtics .	0	0	1	0	
Both teams had locked up their playoff spots before this game , but we now know for sure who each will play .	0	0	1	0	
In overtime , the Cavaliers took control of the game and ended up winning a momentum builder for the playoffs .	0	1	0	0	
Matthew Dellavedova had a chance to win the game at the end of regulation , but he missed and it went to overtime .	0	1	0	0	
It was Dejuan Blair who came up big for the Wizards though , banking in a shot to tie the game with just over seven seconds left in the game .	0	1	0	0	
With 50 seconds left in the game , Kendrick Perkins was able to hit a jumper and put the Cavaliers up two .	0	1	0	0	
The Cleveland Cavaliers ( 53 - 29 ) defeated the Washington Wizards ( 46 - 36 ) 113 - 108 on Wednesday at Quicken_Loans_Arena in Cleveland .	1	1	0	0	
The Cavaliers have won the season series with the Bulls 3 - 1 .	0	0	1	0	
They too have clinched a playoff spot .	0	0	1	0	
The Bulls are third in the East , 12 games behind Atlanta .	0	0	1	0	
The Cavaliers are second in the Eastern_Conference , 8 games behind the Hawks , and have clinched a playoff berth .	0	0	1	0	
Jimmy Butler contributed 16 points ( 6 - 14 FG , 2 - 3 3Pt ) , four rebounds , five assists and three steals in 42 minutes .	1	0	0	0	
Aaron Brooks had 17 points ( 6 - 13 FG , 2 - 6 3Pt ) , five rebounds , six assists and one steal in 38 minutes .	1	0	0	0	
Mike Dunleavy was the Bulls ’ leading scorer with 24 points ( 8 - 12 FG , 4 - 6 3Pt ) , to go with five rebounds , four assists and one steal in 33 minutes .	1	1	0	0	
Kevin Love ( back ) returned from a one - game absence , posting 11 points ( 4 - 12 FG , 3 - 8 3PT ) , four rebounds , two assists , two steals and one block in 31 minutes .	1	0	1	0	
J.R. Smith decided to shoot all his shots from beyond the arc , going 8 - for - 17 for 24 points in 43 minutes .	1	1	0	0	
Kyrie Irving was Cleveland ’ s leading scorer with 27 points ( 8 - 19 FG , 4 - 5 3Pt ) , to go with five rebounds , four assists , three steals and one block in 37 minutes .	1	1	0	0	
LeBron James had a triple - double with 20 points ( 8 - 17 FG , 1 - 3 3Pt ) , 10 rebounds , 12 assists , three steals and one block in 37 minutes .	1	1	0	0	
They came into the fourth quarter up eight points , and won by five as Chicago ’ s Jimmy Butler hit a three - pointer as time expired .	0	1	0	0	
The Cavaliers never surrendered their halftime lead .	0	1	0	0	
Cleveland went into halftime with a 10 - point lead , bolstered by a spectacular J.R. Smith 41 - foot jumper at the buzzer .	0	1	0	0	
The Cavaliers ( 50 - 27 ) defeated the Bulls ( 46 - 31 ) 99 - 94 on Sunday at Quicken_Loans_Arena .	1	1	0	0	
The Cavaliers ' next game will be at home against the Indiana Pacers on Friday , while the Nets will be at home against the Milwaukee Bucks on Friday .	0	0	1	0	
Both Bojan Bogdanovic and Jarrett Jack played well off the bench and finished with 12 and 11 points respectively .	1	1	0	0	
He has n't produced much offensively since losing a large portion of his playing time to Brook Lopez , as this was just the first time in his last six games that he reached double figures in points .	0	1	1	0	
Center Mason Plumlee went a perfect 3 - for - 3 from the field , while going just 4 - for - 8 from the free throw line to score 10 points to go along with five rebounds in just 24 minutes .	1	0	0	0	
The Nets also saw some solid contributions from their bench .	0	1	0	0	
He 's been pretty inconsistent lately , but is averaging 10 points , 3 rebounds , 5 assists and 1 steals over his last five games .	0	0	1	0	
In 28 minutes , he scored a team - high of 20 points ( 7 - 15 FG , 1 - 5 3Pt , 5 - 5 FT ) , while also adding six assists and two rebounds .	1	1	0	0	
Despite suffering the loss , Deron Williams posted a solid all - around game .	0	1	0	0	
Irving recorded 12 points ( 5 - 10 FG , 1 - 1 3Pt , 1 - 2 FT ) and 10 assists , while Love had 10 points ( 4 - 9 FG , 0 - 2 3Pt , 2 - 3 FT ) and 11 rebounds .	1	0	0	0	
Both Kyrie Irving and Kevin Love chipped in with double - doubles .	0	1	0	0	
James had scored over 20 points in each of his last four games , but he did n't need to Wednesday , as everyone seemed to play well offensively and put up some points .	0	1	1	0	
LeBron James also got into the action and finished with 16 points ( 5 - 13 FG , 2 - 4 3Pt , 4 - 6 FT ) and seven assists .	1	0	0	0	
Mozgov has picked his game up of late and is averaging 13 points and 4 rebounds over his last five games .	0	0	1	0	
Mozgov finished with 17 points ( 7 - 8 FG , 3 - 5 FT ) and three rebounds in just 16 minutes , while Smith posted 17 points ( 6 - 13 FG , 5 - 10 3Pt ) and two assists over 27 minutes .	1	0	0	0	
J.R. Smith and Timofey Mozgov led the team in scoring .	0	1	0	0	
The Cavaliers shot really well in this game , going 55 percent from the field and 52 percent from the three - point line , while having seven players reach double figures in points .	1	1	0	0	
This marks a tough loss for the Nets , as it pushes them to three games behind the Miami Heat for the final projected playoff seed in the East .	0	1	1	0	
The Hawks still own a 10 and a half game lead for the top overall spot , so it remains unlikely the Cavaliers can make up that gap in time for the playoffs .	0	0	1	0	
In securing this win , the Cavaliers continue to keep a strong hold on the second projected playoff seed in the Eastern_Conference standings , with both the Toronto Raptors and Chicago Bulls trailing them by two games or more .	0	1	1	0	
The Cleveland Cavaliers ( 44 - 26 ) defeated the Brooklyn Nets ( 27 - 39 ) 117 - 92 on Wednesday at Quicken_Loans_Arena in Cleveland .	1	1	0	0	
The Suns start their own five - game homestand Monday against the Golden_State Warriors .	0	0	1	0	
The Cavaliers have two days off before beginning a four - game road trip against the Dallas Mavericks .	0	0	1	0	
Brandan Wright played a season - high 30 minutes and provided seven points , seven rebounds , one assist , two steals and three blocks .	1	0	1	0	
The starting lineup shot a combined 16 - of - 52 , and Markieff Morris scored a team - high 16 points .	1	1	0	0	
T.J. Warren was the only Suns player to convert more than half his shots .	0	1	0	0	
P.J.Tucker joined the starting lineup after a one - game demotion for missing the team bus to shootaround , shifting Marcus Morris back to a reserve role .	0	1	1	0	
Irving picked up two fouls early in the first quarter and didn ’ t return until the third quarter .	0	1	0	0	
Kyrie Irving and J.R. Smith combined to shoot 6 - of - 23 from the field .	0	1	0	0	
Tristan Thompson was the unsung hero for the Cavaliers , producing 15 points , a team - high 12 rebounds , one assist , and one steal in 29 minutes off the bench .	1	1	0	0	
The Suns outscored the Cavaliers 27 - 9 in the final period to make the game seem closer than the final score .	0	1	0	0	
Earl Barron earned a start in Len ’ s absence .	0	1	0	0	
Alex Len was held out after spraining his right ankle the previous night .	0	1	1	0	
The Cleveland Cavaliers ( 40 - 25 ) improved to 21 - 5 over the past 26 games with their win over the Phoenix Suns ( 33 - 31 ) , 89 - 79 .	1	1	1	0	
The Cavaliers will play the front end of a back - to - back Tuesday in Detroit before returning home to host the Trail Blazers on Wednesday .	0	0	1	0	
Kevin Love turned in a solid effort , finishing with 19 points and 13 rebounds to mark his 24th double - double this season .	1	1	1	0	
Cleveland has now won six in a row , with three of those wins coming against quality opponents .	0	0	1	0	
The Thunder will return home Monday to host the Timberwolves .	0	0	1	0	
Kendrick Perkins got the start at center and finished with four points and four rebounds before fouling out late in the fourth .	1	1	0	0	
Steven Adams , the team 's usual starter , was dealing with migraines before tip off and did not play .	0	1	1	0	
Oklahoma_City wrapped up its five game road trip Sunday with a 4 - 2 mark .	0	0	1	0	
He landed awkwardly on a drive late in the fourth quarter , but was able to play through it for the rest of the game .	0	1	0	0	
Durant countered with 32 points and nine assists .	1	0	0	0	
James shouldered a bit more of the offensive load than usual , taking 25 shots from the floor to finish with 34 points .	1	0	1	0	
In a matchup between two of the league 's biggest stars , LeBron James and Kevin Durant both put up huge games .	0	1	1	0	
The Cleveland Cavaliers ( 25 - 20 ) continued their hot streak Sunday , beating the Oklahoma_City Thunder ( 22 - 22 ) 108 - 98 at the Quicken_Loans_Arena .	1	1	1	0	
The Cavaliers ' next game will be at home against the Charlotte Hornets on Friday , while the Jazz will travel to Milwaukee to play the Bucks on Thursday .	0	0	1	0	
Elijah Millsap recored 12 points ( 4 - 9 FG , 2 - 5 3Pt , 2 - 2 FT ) , while Elliot Williams had an efficient 10 points ( 3 - 4 FG , 3 - 3 3Pt , 1 - 2 FT ) .	1	0	0	0	
The Jazz did see some solid contribution off their bench though .	0	1	0	0	
It was n't his best game of the season , as he was averaging 19 points per game coming into Wednesday .	0	0	1	0	
Gordon Hayward reached double figures as well , finishing with 14 points ( 4 - 11 FG , 2 - 4 3Pt , 4 - 4 FT ) and five rebounds .	1	1	0	0	
He really struggled to get anything going over his last two outings , so it was a nice bounce back game for him .	0	0	1	0	
The Jazz received most of their production from Enes Kanter , who recorded a monster line of 24 points ( 9 - 20 FG , 6 - 8 FT ) and 17 rebounds .	1	1	0	0	
Kyrie Irving added 18 points ( 8 - 13 FG , 2 - 3 3Pt , 0 - 1 FT ) , while J.R. Smith had 15 points ( 5 - 16 FG , 2 - 11 3Pt , 3 - 4 FT ) .	1	1	0	0	
He finished with 16 points and 11 rebounds in 40 minutes .	1	0	0	0	
Timofey Mozgov continued his strong play , recording his second double - double in a row .	0	0	1	0	
It was his second double - double in a row , combining for 35 points and 25 rebounds over those two games .	0	0	1	0	
Kevin Love also had a big game , recording a double - double with 19 points ( 7 - 15 FG , 1 - 7 3Pt , 4 - 4 FT ) and 13 rebounds .	1	1	0	0	
In the five games since he returned from his two week absence , he 's averaged 31 points as he 's been nearly unstoppable .	0	0	1	0	
LeBron James led all scorers in this one , nearing a triple - double with 26 points ( 8 - 16 FG , 0 - 2 3Pt , 10 - 14 FT ) , seven rebounds and nine assists .	1	1	0	0	
As a whole , the bench contributed only 12 points , although the Cavaliers were still able to come out with the victory .	0	1	0	0	
The Cavaliers starters all reached double figures in points , as the bench really struggled to give them any help .	0	1	0	0	
The Jazz turned the ball over 20 times , which also made a big difference Wednesday .	0	1	0	0	
The Cavaliers were the superior shooters in this game , going 52 percent from the field while the Jazz went just 42 percent from the floor .	1	1	0	0	
That set the tone for the rest of the game , as the Cavaliers went on to secure the 14 - point victory in front of their home crowd , notching their third straight victory in the process .	0	1	1	0	
The Cavaliers came out firing in this game , out - scoring the Jazz 31 - 20 in the first quarter alone .	0	1	0	0	
The Cleveland Cavaliers ( 23 - 20 ) defeated the Utah Jazz ( 14 - 28 ) 106 - 92 on Wednesday at Quicken_Loans_Arena in Cleveland .	1	1	0	0	
The Rockets ' next game will be on the road against the New_York Knicks on Thursday , while the Cavaliers will travel to Oakland to play the Golden_State Warriors on Friday .	0	0	1	0	
The Cavaliers ' bench combined for only 13 points .	0	1	0	0	
The only other Cavalier to reach double - digit points was Tristan Thompson , who added 11 points ( 2 - 7 FG , 7 - 7 FT ) and six rebounds of his own .	1	1	0	0	
It marked his third double - double in a row , where he 's averaged 25 points and 15 rebounds between those games .	0	0	1	0	
Love on the other hand notched another double - double , finishing with 17 points ( 7 - 19 FG , 0 - 3 3Pt , 3 - 6 FT ) and 16 rebounds .	1	0	1	0	
The points were a season - high for him as well , as he 's continued to get off the bulk of the shots with LeBron James still sitting out .	0	0	1	0	
Irving had the biggest contribution , going 15 - for - 26 from the field and 4 - for - 8 from the three - point line to score a game - high of 38 points .	1	1	0	0	
The Cavaliers got most of their production out of their two superstars , Kyrie Irving and Kevin Love .	0	1	0	0	
The Rockets did have solid contributions off their bench as well with Josh Smith scoring 16 points ( 7 - 10 FG , 1 - 2 3Pt , 1 - 4 FT ) and Corey Brewer adding 12 points ( 4 - 8 FG , 2 - 3 3Pt , 2 - 2 FT ) .	1	1	0	0	
He 's had a tremendous amount of steals over his last three games , combining for 14 over that period .	0	0	1	0	
Trevor Ariza was able to do it on both sides of the ball , recording 13 points ( 5 - 13 FG , 3 - 10 3Pt ) , six rebounds and five steals .	1	1	0	0	
He 's averaged 17 points and 15 rebounds over that stretch of three games .	0	0	1	0	
He went off for 17 points ( 6 - 13 FG , 5 - 11 FT ) and 19 rebounds , marking his third double - double in a row .	1	0	1	0	
As expected , Dwight Howard was able to use his size advantage over Tristan Thompson and the Cavaliers ' bigs .	0	1	0	0	
He did turn the ball over seven times though , so he 'll need to cut those down in the near future .	0	1	1	0	
He came close to a triple - double , finishing with 21 points ( 6 - 18 FG , 2 - 7 3Pt , 7 - 7 FT ) , seven rebounds and nine assists .	1	1	0	0	
Like he 's done so many times already this season , James Harden led the Rockets to this victory .	0	1	1	0	
The Rockets were able to out - rebound the Cavaliers 50 - 37 , only furthering their advantage in this one .	0	1	0	0	
After ending the third quarter down 74 - 73 , the Rockets came out and had a strong fourth quarter , out - scoring the Cavaliers by an impresive 32 - 19 mark , allowing them to steal the victory on the road in Cleveland .	0	1	0	0	
The Houston Rockets ( 24 - 11 ) defeated the Cleveland Cavaliers ( 19 - 17 ) 105 - 93 on Wednesday at Quicken_Loans_Arena in Cleveland .	1	1	0	0	
Dallas heads east to Brooklyn to take on the Nets , also on Monday .	0	0	1	0	
Up next , Cleveland travels to Philadelphia to take on the 76ers on Monday .	0	0	1	0	
Cleveland shot just 41 percent from the field and converted 8 - of - 25 three - pointers .	1	0	0	0	
Kyrie Irving , who finished with six points in 25 minutes , departed the game in the second half due to lower back soreness and did not return .	1	1	0	0	
No other Cavaliers player scored in double - figures .	0	1	0	0	
Matthew Dellavedova added 10 points , and Shawn Marion had 13 off the bench .	1	0	0	0	
Playing without LeBron James for the fourth straight game , Cleveland leaned heavily upon Kevin Love , who posted 30 points and 10 rebounds in 32 minutes .	1	1	1	0	
Dallas was out - rebounded 38 - 36 but was able to control Cleveland ’ s transition game , holding the Cavaliers without a single fast - break point .	1	1	0	0	
Tyson Chandler and Chandler Parsons each scored 14 points , and Rajon Rondo finished with four points , four rebounds and eight assists .	1	1	0	0	
Monta Ellis led the way with 20 points and two assists , while Dirk Nowitzki added 15 points and five boards .	1	1	0	0	
The Mavericks scorched the nets to the tune of 56 percent shooting and converted 12 - of - 26 three - point field goals .	1	1	0	0	
The Mavericks ( 25 - 10 ) handled the LeBron-less Cavaliers ( 19 - 15 ) 109 - 90 on Sunday in Cleveland .	1	1	0	0	
The Cavaliers ' next game will be at home against the Minnesota Timberwolves on Tuesday , while the Grizzlies will play the Utah Jazz on Monday .	0	0	1	0	
With the team shooting only 1 - for - 16 from the three - point line , it was tough for them to keep up offensively with the Cavaliers who found their stroke early and often in this one .	1	1	0	0	
Mike Conley and Vince Carter were the only other two Grizzlies to reach double figures with 11 and 12 points respectively .	1	1	0	0	
He made his first start of the season and finished with 16 points and seven rebounds in 30 minutes on the court .	1	0	1	0	
Jon Leuer was also a big contributor in the loss .	0	1	0	0	
He 's now averaging 20 points and eight rebounds on the season .	0	0	1	0	
He also added 11 rebounds , giving him his second double - double in a row .	1	0	1	0	
The Grizzlies were led by Marc Gasol , who went 10 - for - 17 from the field and 3 - for - 4 from the free throw line to score 23 points .	1	1	0	0	
This was his second straight game struggling to score , so he 'll look to get things turned around as soon as possible .	0	0	1	0	
Despite playing 35 minutes , Kevin Love did n't have much of an impact , as he finished with only eight points .	1	1	0	0	
Irving went 8 - for - 13 from the field and 1 - for - 1 from the three - point line , while Varejao finished 9 - for - 12 from the field for 18 points .	1	0	0	0	
Both Kyrie Irving and Anderson Varejao also reached double figures in scoring .	0	1	0	0	
He 'll look to stay consistent off the bench in his next few games .	0	0	1	0	
Dion Waiters also had a solid outing and finished with 21 points , marking the second time in the last three games that he 's finished with that number .	1	1	1	0	
This was his tenth double - double on the year , as he 's now averaging 25 points , 8 assists and 5 rebounds on the season .	0	0	1	0	
LeBron James led all scorers , as he went 9 - for - 15 from the field and 3 - for - 5 from the three - point line to score 25 points , while also chipping in 11 assists .	1	1	0	0	
Despite turning the ball over more than the Grizzlies and being out - rebounded , the Cavaliers held on and secured their second straight win in front of their home fans .	0	1	1	0	
The team shot 61 percent from the field and 50 percent from the three - point line , while the Grizzlies shot only 45 percent from the field and a meager six percent from beyond the arc .	1	0	0	0	
The Cleveland Cavaliers used their superior shooting and a 28 - 21 fourth quarter advantage in points to get the win .	0	1	0	0	
The Cleveland Cavaliers ( 15 - 10 ) defeated the Memphis Grizzlies ( 21 - 5 ) 105 - 91 on Sunday at Quicken_Loans_Arena in Cleveland .	1	1	0	0	
The Cavaliers will host the Atlanta Hawks on Wednesday , while the Hornets will also play Wednesday , hosting the Phoenix Suns .	0	0	1	0	
Kemba Walker led the fight back for the Hornets , finishing with a team - high 24 points , but it was the play of Charlotte 's bench that allowed them to end the game respectably .	1	1	0	0	
Michael Kidd-Gilchrist reclaimed his spot as the starting small forward , pushing Gerald Henderson back to a bench role and Lance Stephenson back to shooting guard .	0	1	1	0	
Charlotte got off to a horrible start in the first quarter , beginning the game on an 0 - 21 stretch in which the Hornets allowed 21 points to the Cavaliers , while scoring none of their own .	0	1	0	0	
Dion Waiters ( abdomen ) and Matthew Delladova ( illness ) were able to play after dealing with ailments over the weekend .	0	0	1	0	
Mike Miller sat out a sixth straight game with concussion symptoms .	0	0	1	0	
Kevin Love chipped in a double - double of his own , putting up 22 points and 18 rebounds .	1	1	0	0	
LeBron James led the way for the Cavs with a double - double of a game - high 27 points and 13 assists .	1	1	0	0	
Cleveland ended their two - game losing streak with the win .	0	0	1	0	
The Cleveland Cavaliers ( 14 - 9 ) defeated the Charlotte Hornets ( 6 - 18 ) 97 - 88 on Monday .	1	1	0	0	
The Raptors took the game down to the wire , with Jonas Valanciunas ( 18 points , 15 rebounds ) and Kyle Lowry ( 16 points , 14 assists ) both putting up double - doubles , but their quality performances were n't enough to put the Raptors over the top .	1	1	0	0	
They used Greivis Vasquez as the fill - in starter at shooting guard for the first five games DeRozan was out , but they opted to move Vasquez back to the bench and insert Landry Fields into the starting lineup Tuesday to try and put a bigger player on the wing to guard James .	0	1	1	0	
DeMar DeRozan 's absence with an adductor injury is having a noticeable impact on the Raptors .	0	0	1	0	
Toronto has dropped two of their last three games , both losses coming against the Cavaliers .	0	0	1	0	
Tuesday was the earliest he could have returned , but he was n't ready .	0	1	0	0	
Mike Miller has missed the last three games with a concussion .	0	0	1	0	
LeBron James took on the scoring load Tuesday , finishing with 35 points , while Kyrie Irving facilitated and finished with a double - double of 13 points and 10 assists .	1	1	0	0	
The Cavs and Raptors have played three games against each other already this season , with the Raptors taking their first matchup and the Cavaliers taking the last two .	0	0	1	0	
Cleveland has won eight straight games , keeping their spot with the fourth - best record in the Eastern_Conference , trailing only the Raptors , Atlanta Hawks and Washington Wizards .	0	0	1	0	
The Cleveland Cavaliers ( 13 - 7 ) defeated the Toronto Raptors ( 16 - 6 ) 105 - 101 on Tuesday .	1	1	0	0	
The Pelicans are heading back home next , and they 'll be taking on Kobe Bryant and the Los_Angeles Lakers on Wednesday night .	0	0	1	0	
We ca n't overlook the strong play of Anthony Davis once again either , as he had 27 points ( 12 - 21 FG , 0 - 2 3Pt , 3 - 4 FT ) , with 14 rebounds , four assists , four steals and three blocks in 40 minutes .	1	1	1	0	
The Pelicans received a big boost off of the bench from Ryan Anderson on Monday night , as he scored 32 points ( 11 - 19 FG , 8 - 12 3Pt , 2 - 2 FT ) , with five rebounds , three assists and one steal in 34 minutes off the bench .	1	1	0	0	
The Cavaliers will get a few days off before heading to Boston to take on the Celtics on Friday night .	0	0	1	0	
Kyrie Irving had an impressive game as well , putting up 32 points ( 11 - 21 FG , 4 - 7 3Pt , 6 - 7 FT ) , with nine assists and five rebounds in 41 minutes .	1	1	0	0	
The Cavaliers were led by none other than James , who had an impressive triple - double , with 32 points ( 9 - 17 FG , 1 - 3 3Pt , 13 - 17 FT ) , 12 rebounds and 10 assists in 40 minutes .	1	1	0	0	
This win for LeBron James and company came over Anthony Davis and the up - and - coming New_Orleans Pelicans .	0	1	0	0	
All of the sudden , the Cavaliers find themselves back at the .500 mark after a slow start to the season .	0	0	1	0	
The Cleveland Cavaliers ( 3 - 3 ) took down the New_Orleans Pelicans ( 3 - 3 ) 118 - 111 on Monday night at the Quicken_Loans_Arena .	1	1	0	0	
The Sixers commence a two - game homestand Monday against the Milwaukee Bucks .	0	0	1	0	
The Bulls play their final road game Monday against the Brooklyn Nets .	0	0	1	0	
Hollis Thompson and Jason Richardson combined for 34 points and eight three - pointers .	0	1	0	0	
The sophomore D-league call - up and Sixers ’ leading scorer shot 1 - of - 9 on three - pointers .	1	1	0	0	
Six of the nine players who suited up scored at least 10 points , led by Robert Covington ’ s 22 points and team - high five assists .	1	1	0	0	
He finished the game with 18 points , seven rebounds , four assists and one three - pointer in 28 minutes .	1	0	0	0	
Ish Smith and Isaiah Canaan , the team ’ s only functional point guards , were unavailable , forcing JaKarr Sampson to run the offense .	0	1	0	0	
They ’ ve clinched at least a bottom - three record , pulling to within one and a half games of the Minnesota Timberwolves , who square off against the Golden State Warriors later Saturday night .	0	0	1	0	
The Sixers lost their eighth straight contest .	0	0	1	0	
Pau Gasol recorded his league - leading 52nd double - double , notching 24 points , 13 rebounds and three blocks in 31 minutes .	1	0	1	0	
He leads the NBA with 39 minutes per game and is one of 19 players averaging at least 20 points per game this season .	0	0	1	0	
Most Improved Player of the Year frontrunner , Jimmy Butler , was held to 15 points on 3 - of - 11 shooting to go with six rebounds , three assists , and two steals in 36 minutes .	1	0	1	0	
Derrick Rose played his third straight game since returning from knee surgery , compiling 22 points , eight assists , six rebounds and three steals in 28 minutes .	1	0	1	0	
His availability for the final two games is in doubt .	0	0	1	0	
Rookie of the Year contender Nerlens Noel missed the game with a sprained right ankle .	0	1	1	0	
The Chicago Bulls narrowly escaped with 114 - 107 win over the Philadelphia 76ers .	1	1	0	0	
Up next , the Bulls will travel to Detroit Saturday to take on the Pistons , while Toronto will play the Knicks at home on Sunday .	0	0	1	0	
The loss moves them back into fourth place in the East , where they hold just a half - game lead over the Wizards for fifth .	0	0	1	0	
Patrick Patterson scored a solid 17 points on 7 - of - 11 shooting in 25 minutes off the bench , but as a team , the Raptors shot a poor 38 percent from the field .	1	0	0	0	
Vasquez got the start after Kyle Lowry was ruled out prior to the game with a back injury .	0	1	0	0	
Unfortunately for Toronto , the rest of the team was unable to contribute much more , as Greivis Vasquez served as the only other starter who scored in double figures , putting up 11 points , six assists and four rebounds in 37 minutes .	1	1	0	0	
DeMar Derozan lead the way for the Raptors in the losing effort , recording 27 points on 8 - of - 14 shooting , seven rebounds and three assists in 37 minutes .	1	1	0	0	
As a team , the Bulls shot an impressive 53 percent from the field and the win pushes them ahead of Toronto for third place in the Eastern_Conference , and they stand 3 games behind the Cavaliers for second .	1	0	1	0	
Jimmy Butler ( elbow ) is practicing and is set to return soon , while Derrick Rose ( knee ) remains out but is on schedule in his recovery .	0	0	1	0	
He played only 10 minutes and scored six points .	1	0	0	0	
Taj Gibson returned to the rotation Friday after missing the previous 10 games with an ankle injury .	0	0	1	0	
Paul Gasol put up 11 points , nine rebounds and six assists in 28 minutes , while Aaron Brooks had 11 points , six rebounds and five assists in 33 minutes .	1	0	0	0	
Joakim Noah was just two points shy of a triple - double , recording eight points on 4 - of - 7 shooting , 14 assists and 10 rebounds in 32 minutes .	1	1	0	0	
Mike Dunleavy scored 21 points on 8 - of - 13 shooting in 29 minutes and has also stepped up his game as of late , scoring 42 points in his last two outings .	1	0	1	0	
Injuries have plagued Chicago , and it has been Mirotic 's play that has allowed the Bulls to continue winning regardless .	0	0	1	0	
Nikola Mirotic continues to act as the best player on this Bulls team as of late , as Friday night he scored a game - high 29 points on 11 - of - 21 shooting , grabbed 11 rebounds and blocked four shots in 32 minutes .	1	1	1	0	
The Chicago Bulls ( 42 - 28 ) defeated the Toronto Raptors ( 41 - 28 ) 108 - 92 on Friday in Chicago .	1	1	0	0	
Up next , the Bulls will take on the Raptors at home on Friday , while the Pacers will head to Cleveland on Friday to play the Cavaliers .	0	0	1	0	
However , they still stand just one game behind the seventh - place Heat .	0	0	1	0	
The loss moves Indiana out of the current playoff race in the East , as the Celtics own the tie breaker over them .	0	0	1	0	
Miles ( 10 ) round out the four Indiana starters in double figures , while Rodney Stuckey put up just 11 points on 4 - of - 11 shooting in 31 minutes off the bench .	1	1	0	0	
Roy Hibbert ( 12 ) , George Hill ( 10 ) and C.J .	1	0	0	0	
Solomon Hill led the team in scoring , putting up just 13 points on 5 - of - 10 shooting , six rebounds and three rebounds .	1	1	0	0	
Four starters scored in double figures for the Pacers in the losing effort , but as a team , they could not get anything going , shooting poorly at 40 percent from the field .	1	1	0	0	
However , they still only hold a one - game lead over the Wizards for fourth place .	0	0	1	0	
The win pushes Chicago to just a half game behind the Raptors for third place in the Eastern_Conference standings and two and a half games behind the second - place Cavaliers .	0	0	1	0	
Pau Gasol recorded yet another double - double , posting 19 points on 7 - of - 13 shooting and 12 rebounds in 33 minutes , while Joakim Noah scored just six points , but was active elsewhere , recording 14 rebounds and seven assists .	1	0	1	0	
After four straight games scoring in single digits , Mike Dunleavy put together a solid performance , scoring 21 points on 7 - of - 14 shooting , to along with five rebounds .	1	1	1	0	
In his last two games , Mirotic has scored 52 points and grabbed 13 rebounds and is due for a minutes increase even when Gibson returns from injury .	0	0	1	0	
Mirotic scored a game - high 25 points on 8 - of - 15 shooting and grabbed nine rebounds in 30 minutes off the bench .	1	1	0	0	
Nikola Mirotic has thrived in his sixth man role , as Taj Gibson missed his 10th straight game , and Wednesday was no different .	0	1	1	0	
The Chicago Bulls ( 41 - 28 ) dominated the Indiana Pacers ( 30 - 37 ) 103 - 86 on Wednesday in Chicago .	1	1	0	0	
Up next , the Bulls will stay home to take on the Oklahoma_City Thunder on Thursday , while the Wizards head home Friday to take on Miami .	0	0	1	0	
As a team , the Wizards shot 42 percent from the field and were active defensively , recording 11 blocks and 10 steals .	1	1	0	0	
Paul Pierce ( 16 ) , Bradley Beal ( 13 ) , and Otto Poter Jr. ( 11 ) rounded out the Washington players in double figures .	1	1	0	0	
The effort was his second straight double - double and his sixth straight game with double - digit rebounds .	0	0	1	0	
Marcin Gortat recorded 12 points on 6 - of - 9 shooting and 12 rebounds .	1	0	0	0	
John Wall struggled shooting the ball ( 8 - of - 20 from the field ) but still managed to put up 21 points , 11 assists and four rebounds in 39 minutes .	1	1	0	0	
The Bulls shot 42 percent from the field and had 16 turnovers to just 20 assists .	1	0	0	0	
Tony Snell got the start for Butler but posted just 11 points on 4 - of - 12 shooting in 40 minutes .	1	1	0	0	
Aaron Brooks got the start in place of Rose and while he shot an unimpressive 8 - of - 23 from the field , Brooks still finished with 22 points and eight assists in 35 minutes .	1	1	0	0	
